,Ticker,ESG Score
1327,NEFJX,25.49
1328,RVVRX,25.37
1329,HEQFX,22.86
1330,ALPAX,24.34
1331,HUDEX,27.01
1332,FCECX,20.93
1333,LCCAX,22.07
1334,SICNX,22.02
1335,JGYAX,22.95
1336,GGHCX,26.98
1337,PPQSX,22.2
1338,SSDIX,28.12
1339,GMVIX,26.38
1340,ISZTX,23.99
1341,AAGTX,23.59
1342,GSYIX,26.01
1343,ICDYX,25.81
1344,CGOLX,21.93
1345,PABFX,24.17
1346,TGCIX,26.85
1347,OBCHX,28.15
1348,GTSYX,26.58
1349,EISMX,23.41
1350,ACECX,25.07
1351,QUAGX,21.59
1352,NWWIX,24.1
1353,COGIX,23.39
1354,TRWCX,22.82
1355,VGHAX,26.36
1356,KLGAX,20.41
1357,AUIAX,21.71
1358,WSGBX,26.9
1359,JNBCX,24.99
1360,CICAX,23.49
1361,FMIJX,21.87
1362,UCAGX,23.66
1363,AVEDX,20.76
1364,PGWCX,21.22
1365,NMCIX,23.38
1366,RNGCX,22.69
1367,KWINX,25.04
1368,NLSIX,23.09
1369,37E.BE,28.63
1370,JVLCX,23.43
1371,FFFZX,23.58
1372,PWREX,17.56
1373,ORIKX,27.35
1374,FMCSX,25.66
1375,GTDDX,25.06
1376,GGEZX,20.97
1377,ODMAX,23.3
1378,HBASX,23.65
1379,PMEGX,24.34
1380,FACEX,20.76
1381,FLCCX,24.52
1382,GONBX,20.7
1383,LPHCX,23.78
1384,WOOPX,23.88
1385,ROFIX,29.81
1386,TEMUX,25.91
1387,PVSYX,27.69
1388,DSCGX,26.12
1389,ABINX,22.19
1390,PASSX,28.53
1391,TSLCX,26.5
1392,WFSDX,25.98
1393,CGFCX,23.63
1394,FTDZX,30.1
1395,JHEIX,25.73
1396,PASYX,22.29
1397,ILLLX,24.13
1398,WTRCX,21.46
1399,IILGX,22.32
1400,WSMVX,29.46
1401,HFCSX,21.11
1402,FFTWX,24.0
1403,POVBX,20.67
1404,MIPTX,24.97
1405,TMFSX,25.4
1406,JRASX,21.05
1407,NMIMX,22.03
1408,NNLEX,24.2
1409,LVOCX,25.7
1410,AAETX,23.55
1411,PTWAX,22.0
1412,SEQUX,21.09
1413,AUIZX,21.71
1414,PACYX,23.06
1415,VFIFX,23.32
1416,PRASX,23.99
1417,USIFX,23.76
1418,MXEQX,24.65
1419,GRMIX,22.05
1420,GIGSX,23.0
1421,HFQAX,22.93
1422,PRACX,22.39
1423,FZAJX,18.91
1424,ACAAX,21.17
1425,ZJPA.SW,24.58
1426,HLEMX,23.33
1427,MNBRX,24.03
1428,ADGZX,21.23
1429,WSCYX,26.9
1430,CADVX,22.15
1431,WSHFX,23.2
1432,IENAX,34.42
1433,ANWPX,23.09
1434,BACAX,33.61
1435,ICDAX,25.81
1436,MTOKX,24.06
1437,IMNCX,22.07
1438,JLVIX,22.81
1439,PIREX,16.3
1440,GEMRX,24.49
1441,PRINLS3MC.MX,24.93
1442,LVOQX,25.7
1443,PJIZX,24.04
1444,FCPCX,20.14
1445,ICHKX,28.18
1446,ODIYX,27.83
1447,SMDLX,25.05
1448,DGOCX,20.78
1449,TLHRX,23.03
1450,ACLWX,22.1
1451,DPLGX,20.29
1452,RIQKX,24.33
1453,BERIX,24.8
1454,PJNQX,35.14
1455,LIMIX,22.27
1456,POSAX,15.37
1457,USEMX,26.75
1458,HOVLX,23.26
1459,JEMWX,23.73
1460,DHPYX,25.85
1461,DTMMX,23.86
1462,WPASX,20.1
1463,REFTX,23.56
1464,ITRAX,24.16
1465,JAGLX,27.58
1466,ISZSX,23.99
1467,STFGX,24.21
1468,PJEAX,16.94
1469,VMVAX,23.54
1470,SGOIX,23.5
1471,SSVCX,29.11
1472,LCRNX,27.75
1473,MDFGX,20.19
1474,FKINX,27.6
1475,THBIX,30.1
1476,IGFSX,19.95
1477,RYVLX,20.82
1478,BSCVX,27.24
1479,JRTFX,23.68
1480,HWAAX,25.06
1481,UOPIX,21.71
1482,PACAX,23.06
1483,SVAAX,25.13
1484,OEGYX,22.71
1485,IRSLX,23.43
1486,ONGAX,22.7
1487,NAWGX,22.66
1488,MGIAX,20.76
1489,KSOAX,24.49
1490,JGMIX,27.02
1491,ASRYX,16.39
1492,AIOPX,24.13
1493,DFTCX,23.5
1494,FBTAX,30.56
1495,FGNCX,22.62
1496,OSMYX,23.27
1497,JRIPX,23.13
1498,MLTJX,23.07
1499,HBATX,23.65
1500,PPISX,22.66
1501,LSCNX,27.92
1502,BMGGX,21.86
1503,IVIFX,22.89
1504,GSBIX,24.99
1505,QABGX,23.12
1506,GLNJX,21.73
1507,ICISX,29.73
1508,QKBGX,23.12
1509,FAMFX,24.73
1510,MVGJX,21.48
1511,SGOVX,23.5
1512,NBGPX,23.44
1513,WASCX,23.82
1514,QTIRX,21.57
1515,DVFYX,24.51
1516,BLAFX,24.71
1517,FINVX,23.7
1518,PDSIX,22.03
1519,JVTSX,27.22
1520,ACVDX,22.38
1521,FJPNX,23.96
1522,KSCOX,24.49
1523,VCINX,19.66
1524,S1602.MC,22.47
1525,NDVVX,27.75
1526,JAWWX,22.33
1527,PRINRVAMC.MX,27.31
1528,AAANX,24.01
1529,LLINX,24.97
1530,KMKNX,17.37
1531,FFFFX,23.39
1532,TMUIX,22.07
1533,IRMGX,22.58
1534,PORYX,23.6
1535,AAISX,22.7
1536,AEMGX,26.3
1537,TEQSX,26.85
1538,FISGX,23.77
1539,NFAAX,18.7
1540,FKARX,21.5
1541,ARCMX,23.25
1542,SURPLUSBOE3.MX,27.58
1543,537483.BO,27.37
1544,QTMRX,21.69
1545,AQEAX,21.76
1546,S1495.MC,23.75
1547,VALMXVLB0.MX,24.8
1548,TSAIX,22.83
1549,CSIEX,19.3
1550,PENNX,26.85
1551,NWHJX,22.86
1552,HMVRX,26.31
1553,QSMRX,28.88
1554,LMVTX,25.07
1555,VFINX,22.05
1556,GRINX,21.7
1557,S3363.MC,21.76
1558,NEIAX,22.05
1559,VUSIX,22.96
1560,KTRIX,23.53
1561,SLVIX,24.72
1562,VIVAX,24.15
1563,NRIIX,24.51
1564,DPSCX,24.96
1565,NBRRX,25.13
1566,JANIX,27.02
1567,DEQYX,20.59
1568,ASCQX,28.37
1569,BGLSX,24.52
1570,VMSGX,22.81
1571,MLRRX,20.01
1572,FRIFX,20.19
1573,JNGOX,24.85
1574,LMLCX,27.77
1575,PMSSX,25.24
1576,PRESX,20.09
1577,DTSVX,29.46
1578,VSCCX,27.78
1579,OIGYX,20.74
1580,LMBCX,28.41
1581,NEJYX,25.49
1582,REMSX,27.51
1583,MGGBX,28.34
1584,ACLKX,25.14
1585,CSPFX,26.16
1586,RERCX,24.1
1587,BARIX,21.79
1588,EGOAX,21.7
1589,GABVX,23.73
1590,INPIX,22.03
1591,PLVYX,23.53
1592,VSDIX,21.82
1593,CPHNX,23.44
1594,TMFGX,23.14
1595,PGGAX,23.47
1596,PGRCX,20.69
1597,USAGX,33.31
1598,PEMLX,24.46
1599,BSCAX,31.0
1600,QAACX,21.96
1601,GTMUX,26.38
1602,JGVAX,24.85
1603,DROYX,25.61
1604,JDVPX,23.43
1605,HRAUX,22.3
1606,S2213.MC,26.81
1607,GESSX,21.34
1608,DFSVX,28.8
1609,GAUCX,31.89
1610,PJGQX,23.13
1611,PCPTX,27.71
1612,QIVNX,21.12
1613,FSAVX,24.21
1614,IENYX,34.42
1615,NQVRX,25.02
1616,MLPTX,37.28
1617,BCSIX,26.54
1618,LIESX,23.04
1619,CLWFX,20.81
1620,XMTA.SG,18.96
1621,ALZFX,20.82
1622,MYSIX,23.96
1623,PEIOX,23.87
1624,DRTCX,20.82
1625,HDPMX,29.79
1626,JASCX,25.22
1627,JNYAX,22.98
1628,FSCHX,28.05
1629,DWTTX,21.35
1630,SILLX,21.68
1631,PGJZX,25.04
1632,MEGAX,21.83
1633,FJPCX,23.96
1634,RYCPX,25.5
1635,RIQCX,24.33
1636,JVTNX,27.22
1637,RCCTX,23.8
1638,MSRRX,22.34
1639,JYIALV.CO,21.36
1640,WYD5.SW,19.92
1641,RYTAX,19.18
1642,CMLEX,22.63
1643,DODBX,22.92
1644,VMVIX,23.54
1645,ACLTX,20.18
1646,NBGAX,23.3
1647,DEMSX,31.14
1648,WFEFX,24.42
1649,RRTRX,23.46
1650,QUSVX,24.58
1651,HWAIX,25.06
1652,TMFCX,26.21
1653,NTITX,22.54
1654,CCTRX,29.73
1655,ARTRX,21.09
1656,EKGIX,24.63
1657,ERHSX,25.74
1658,NWJFX,20.33
1659,QCIBX,23.23
1660,JNSIX,23.12
1661,SFGIX,24.26
1662,FIDAX,25.01
1663,AUUKX,22.77
1664,HFOIX,22.34
1665,HCKCX,22.95
1666,IVINX,22.01
1667,HIEMX,22.62
1668,GLIPX,23.82
1669,FDMTX,18.34
1670,FASEX,24.97
1671,VIEIX,26.08
1672,LETRX,31.74
1673,QASCX,28.84
1674,TIEIX,22.69
1675,WFSSX,25.98
1676,ESVIX,24.26
1677,EVUDX,27.38
1678,TGDIX,23.98
1679,CEYIX,19.3
1680,MRGCX,22.37
1681,FDVAX,20.2
1682,HNCTX,21.6
1683,PGFIX,21.22
1684,WWNPX,20.59
1685,NPNRX,28.59
1686,HFMDX,24.42
1687,PGROX,20.69
1688,GMXIX,25.23
1689,JDPNX,24.76
1690,VECTINDX+.MX,27.88
1691,FDSWX,20.68
1692,MVGBX,21.48
1693,WFOOX,24.43
1694,FSBCX,24.19
1695,NWCCX,18.81
1696,OGMCX,38.17
1697,TINGX,20.99
1698,QUSIX,25.65
1699,DREQX,22.09
1700,JGCCX,24.05
1701,VPMAX,22.77
1702,FRBSX,24.52
1703,TGVAX,21.75
1704,NWOAX,23.9
1705,VSOIX,27.69
1706,LRSYX,28.02
1707,JTSSX,22.25
1708,QSERX,27.94
1709,DGIEX,24.25
1710,JDERX,23.13
1711,PRJPX,25.28
1712,RSLBX,26.16
1713,WFHRX,24.28
1714,JMGC.SW,37.37
1715,JASOX,27.48
1716,OMEAX,25.98
1717,WPOPX,21.91
1718,NSPAX,27.6
1719,FSCDX,26.06
1720,EPSIX,23.07
1721,BLRCX,15.73
1722,GSMSX,24.93
1723,VSGAX,25.82
1724,MINDX,26.04
1725,WCEBX,21.46
1726,HLEIX,22.05
1727,SURGLOBA.MX,21.53
1728,NSBCX,20.83
1729,PPQMX,22.2
1730,ICEIX,22.89
1731,AGIZX,21.81
1732,MFEGX,20.59
1733,FDEEX,23.39
1734,JWWCX,22.33
1735,JCMAX,23.26
1736,PSGRX,26.55
1737,NBGEX,23.3
1738,JLPZX,21.89
1739,OZWK.SG,37.37
1740,SSMAX,25.83
1741,MSLVX,22.64
1742,PIPTX,22.93
1743,MMUCX,29.17
1744,FGRTX,24.55
1745,IH58.SW,23.28
1746,OIEFX,22.92
1747,MIDIX,20.09
1748,BBVAE50GB.MX,19.59
1749,NWJCX,20.33
1750,GMXRX,25.23
1751,RSIPX,21.76
1752,SURIPCBDE.MX,27.89
1753,FNICX,21.93
1754,PAREX,16.09
1755,AVEWX,19.82
1756,LCMRX,21.17
1757,ARSVX,27.21
1758,MABAX,25.01
1759,ISNSX,22.95
1760,HV82.SG,24.66
1761,HV82.SW,24.66
1762,XKFDX,27.74
1763,FMEYX,23.77
1764,NRIQX,19.54
1765,S0685.MC,22.93
1766,PSBVX,23.0
1767,JEMSX,23.73
1768,FTUIX,22.58
1769,ODMCX,23.88
1770,GLVAX,21.17
1771,RAFGX,22.86
1772,LSVEX,22.84
1773,JSMSX,22.84
1774,QTSRX,29.04
1775,WBLJX,22.99
1776,HDIVX,21.49
1777,TSVCX,29.72
1778,NWFAX,22.92
1779,S3162.MC,21.36
1780,MAPIX,22.61
1781,VWENX,22.59
1782,MGQAX,19.83
1783,SBSDX,21.76
1784,INSAX,21.99
1785,MVTIX,25.53
1786,ATIYX,28.91
1787,TFFAX,25.42
1788,MEIJX,23.87
1789,DIISX,22.31
1790,CMSCX,28.59
1791,RLBCX,23.46
1792,CAIBX,23.74
1793,JRHRX,23.44
1794,AWPIX,20.86
1795,RSIFX,26.36
1796,JCMVX,23.62
1797,JDPRX,24.76
1798,JFEIX,21.89
1799,MMUIX,29.17
1800,TRRDX,23.38
1801,SWHFX,25.44
1802,FDSSX,22.99
1803,FSOAX,24.01
1804,MLFJX,22.69
1805,DLBMX,28.91
1806,JVMRX,24.69
1807,PCGYX,25.54
1808,GOLDX,33.87
1809,LBDAX,25.05
1810,CFWAX,28.25
1811,JENSX,21.54
1812,JORRX,22.77
1813,VAFFX,21.68
1814,NPFFX,23.09
1815,IGOWX,21.42
1816,VTHRX,23.25
1817,SMGIX,22.07
1818,PRSCX,22.01
1819,PJGZX,23.51
1820,FDTFX,24.25
1821,APSGX,24.89
1822,KGGIX,33.58
1823,ATHDX,22.1
1824,MFVAX,22.62
1825,TPYYX,20.65
1826,VGPMX,28.11
1827,FSRPX,19.04
1828,CTCAX,18.98
1829,MOTLX,23.35
1830,TEGAX,22.85
1831,ETGIX,26.56
1832,PCAFX,24.43
1833,S3031.MC,21.76
1834,QICRX,22.4
1835,ITHIX,22.91
1836,OBMCX,27.25
1837,HSVRX,26.74
1838,QGRNX,23.92
1839,JRTIX,23.51
1840,WGROX,23.55
1841,OIOIX,19.29
1842,BMCAX,19.75
1843,YACKX,21.8
1844,RNPGX,23.09
1845,HIAGX,22.4
1846,ANCFX,23.39
1847,DFUVX,23.77
1848,RSEDX,23.28
1849,S0223.MC,22.68
